,Make_0,Make_1,Make_2,Make_3,Make_4,MonthClaimed,WeekOfMonthClaimed,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,Age,PolicyType_0,PolicyType_1,PolicyType_2,PolicyType_3,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident_0,Days_Policy_Accident_1,Days_Policy_Accident_2,Days_Policy_Claim,PastNumberOfClaims_0,PastNumberOfClaims_1,PastNumberOfClaims_2,AgeOfVehicle,NumberOfSuppliments_0,NumberOfSuppliments_1,NumberOfSuppliments_2,AddressChange_Claim,NumberOfCars,Year,ClaimSize,AccidentArea_Urban,Sex_Male,Fault_Third Party,PoliceReportFiled_Yes,WitnessPresent_Yes,AgentType_Internal
3303,0,0,1,1,0,6,3,0,1,0,29.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,1,1,6,0,1,1,0,2,1994,6036.37969148273,1,1,0,0,0,0
3304,0,0,0,1,0,6,3,0,1,0,40.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,5248.31002228313,1,1,1,0,0,0
3305,0,0,1,1,0,7,3,0,1,0,55.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,8444.02558900443,1,1,0,0,0,0
3306,0,0,0,0,1,6,2,0,1,0,23.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,4,0,1,1,4,1,1994,6880.07079408953,1,1,0,0,0,0
3307,0,0,0,1,1,9,3,0,1,0,50.0,0,0,1,1,2,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,5205.33779218174,1,0,0,0,0,0
3308,0,0,1,0,1,3,1,0,1,0,48.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,7,0,1,1,0,0,1994,5116.87043494345,1,1,0,0,0,0
3309,0,0,1,1,0,5,2,0,0,1,24.0,0,1,0,0,1,0,400,4.0,0,0,1,2,0,0,1,2,0,1,0,0,0,1994,5359.31423697091,1,0,1,0,0,0
3310,0,0,0,1,1,6,1,0,1,0,64.0,0,0,1,0,5,0,400,1.0,0,0,1,2,0,1,0,5,0,0,1,0,0,1994,54082.7671005365,1,1,0,0,0,0
3311,0,0,0,0,1,6,4,0,1,0,56.0,0,0,1,0,5,0,500,2.0,0,0,1,2,0,0,1,7,0,0,1,3,0,1994,67668.9545212761,1,1,0,0,0,0
3312,0,0,0,1,0,10,3,0,1,0,61.0,0,1,0,0,1,0,400,2.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,2467.87578081171,1,1,1,0,0,0
3313,0,0,1,0,1,6,3,0,1,0,50.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,1791.00414282805,1,1,0,0,0,0
3314,0,0,0,1,1,6,3,0,1,0,51.0,0,1,0,0,1,0,400,1.0,0,0,1,2,0,1,0,7,0,0,1,0,0,1994,6978.95529385642,1,1,0,0,0,0
3315,0,0,0,1,1,5,3,0,0,1,34.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,0,5,0,1,1,0,0,1994,1025.79998380866,1,1,0,0,0,0
3316,0,0,0,1,0,2,4,0,0,1,20.0,0,1,0,0,2,0,400,3.0,0,0,1,2,1,0,0,3,1,0,0,0,0,1994,12647.3074632341,1,1,1,0,0,0
3317,0,0,0,0,1,10,2,0,1,0,63.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,7,0,1,0,0,0,1994,7707.8665377371,1,1,0,0,0,0
3318,0,0,1,1,0,9,4,0,1,0,42.0,0,1,0,1,0,0,400,1.0,0,0,1,2,0,0,1,7,1,0,0,4,1,1994,4654.41937215436,1,1,1,0,0,0
3319,0,1,0,0,0,6,2,1,0,0,45.0,0,0,1,1,2,0,400,1.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,57888.4523192708,1,0,0,0,0,0
3320,0,0,1,0,1,5,3,0,0,1,35.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,0,5,0,0,1,0,0,1994,9395.03667412542,1,1,0,0,0,0
3321,0,1,0,0,0,5,1,0,1,0,36.0,0,1,0,0,3,0,400,1.0,0,0,1,2,0,0,1,7,0,1,0,0,0,1994,6639.58782953109,1,1,0,0,0,0
3322,0,0,0,0,1,5,3,0,1,0,43.0,0,1,0,1,0,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,4539.99333114472,1,1,0,0,0,0
3323,0,1,1,0,1,3,1,0,1,0,44.0,0,1,0,1,2,0,400,3.0,0,0,1,2,0,0,1,7,0,1,0,0,0,1994,6811.10595057724,1,1,0,0,0,0
3324,0,0,0,1,0,10,3,0,1,0,51.0,0,1,0,1,3,0,400,3.0,0,0,1,2,0,1,1,7,1,0,0,0,0,1994,11262.730903627,1,1,1,0,0,0
3325,0,0,0,1,0,5,4,0,1,0,54.0,0,1,0,1,1,1,400,1.0,0,0,1,2,0,1,0,6,1,0,0,0,0,1994,1444.49652036267,1,1,0,0,0,0
3326,0,0,1,1,0,3,3,0,0,1,34.0,0,1,0,0,0,0,400,2.0,1,0,1,1,0,1,0,4,0,0,1,0,0,1994,7260.81146821949,1,1,0,0,0,0
3327,0,0,1,0,1,2,1,0,1,0,54.0,1,0,0,0,5,0,400,2.0,0,0,1,2,0,1,1,5,0,0,1,0,0,1994,78038.2005736786,1,1,0,0,0,0
3328,0,0,0,1,1,2,1,0,0,1,32.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,0,1,5,0,1,1,0,0,1994,7459.35919776408,1,1,1,0,0,0
3329,0,1,1,0,0,5,5,0,1,0,64.0,0,1,0,0,5,1,400,1.0,0,0,1,2,0,1,0,7,0,1,1,0,0,1994,50653.9104489891,1,1,0,0,0,0
3330,0,0,1,0,1,2,2,0,1,0,35.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,0,1,4,0,0,1,0,2,1994,3008.07678792073,1,1,0,0,0,0
3331,0,0,0,1,0,6,4,0,0,1,24.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,4,0,1,1,0,0,1994,9064.97847362045,1,1,0,0,0,0
3332,0,0,0,1,1,7,1,0,1,0,31.0,0,0,1,1,2,0,400,3.0,0,0,1,2,0,1,0,6,0,1,0,0,0,1994,19018.7809114675,1,1,0,0,0,0
3333,0,0,0,1,0,4,1,0,1,0,54.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,1,1,6,0,1,1,0,0,1994,4126.08402721384,1,1,0,0,0,0
3334,0,0,0,1,0,5,2,0,1,0,33.0,0,1,0,1,2,0,400,3.0,0,0,1,2,0,1,1,5,0,1,1,0,0,1994,25011.0962372525,1,1,0,0,0,0
3335,0,0,1,1,0,7,3,0,0,1,40.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,0,1,6,0,1,0,0,0,1994,5055.9640514598,1,0,0,0,0,0
3336,0,0,1,1,0,7,4,0,1,0,48.0,0,0,1,1,2,0,400,4.0,0,0,1,2,0,1,1,7,0,1,0,0,0,1994,12501.2097775121,1,1,0,0,0,0
3337,0,0,1,1,0,8,3,0,1,0,42.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,9158.54176367262,1,0,1,0,0,0
3338,0,0,0,1,0,10,4,0,0,1,34.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,0,1,4,0,0,1,0,0,1994,4843.96539009118,1,1,1,0,0,0
3339,0,0,0,0,1,11,2,0,1,0,40.0,0,0,1,1,1,0,400,2.0,0,0,1,2,0,1,1,7,0,0,1,0,0,1994,5534.02183797899,1,1,0,0,0,0
3340,0,0,1,1,1,10,5,1,0,0,52.0,0,0,1,1,4,0,400,2.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,96853.0445841011,1,1,0,0,0,0
3341,0,0,1,1,0,11,2,0,0,1,48.0,0,1,0,1,0,0,400,4.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,4608.97930576408,1,1,0,0,0,0
3342,0,0,0,1,1,11,2,0,1,0,37.0,0,1,0,1,2,0,500,4.0,0,0,1,2,0,1,0,7,0,1,0,3,0,1994,27635.5987503155,1,1,0,0,0,0
3343,0,0,1,0,1,11,2,0,0,1,26.0,0,0,1,1,1,0,400,1.0,0,0,1,2,0,0,1,4,1,0,0,0,0,1994,6545.18596867926,1,0,1,0,0,0
3344,0,0,1,1,0,10,4,0,1,1,34.0,0,1,0,1,5,0,400,4.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,56921.5264010553,1,0,0,0,0,0
3345,0,0,0,1,0,9,1,0,1,0,65.0,0,0,1,1,5,0,400,1.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,83698.6991271822,1,1,0,0,0,0
3346,0,0,0,0,1,8,3,0,1,0,33.0,0,0,1,1,2,0,400,1.0,0,0,1,2,0,1,0,5,0,1,0,0,0,1994,86797.1844009993,1,1,0,0,0,0
3347,0,0,0,0,1,6,1,0,1,0,35.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,1,0,5,0,0,1,4,1,1994,8669.18504427479,1,1,0,0,0,0
3348,0,0,1,1,0,8,3,0,1,0,43.0,0,0,1,1,2,0,700,1.0,0,0,1,2,0,1,0,6,0,1,0,0,0,1994,59418.4287965421,1,1,0,0,0,0
3349,0,0,1,1,0,8,1,0,0,1,27.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,0,5,0,0,1,0,0,1994,6922.50482805423,1,1,0,0,0,0
3350,0,0,0,1,0,5,4,0,0,1,34.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,2605.02889843986,1,1,1,0,0,0
3351,0,0,1,1,0,3,1,0,1,0,41.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,6,0,1,1,0,0,1994,970.115591817227,1,1,0,0,0,0
3352,0,0,0,0,1,2,5,0,1,0,39.0,0,1,0,0,2,0,400,4.0,0,0,1,2,0,0,1,6,0,1,1,0,0,1994,1059.6520510718,1,1,0,0,0,0
3353,0,0,1,1,0,2,3,0,1,0,32.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,1,0,5,0,1,0,0,0,1994,3813.75808086657,1,1,1,0,0,0
3354,0,0,1,0,0,11,1,0,1,0,40.0,0,1,0,1,3,0,400,1.0,0,0,1,2,0,1,0,6,0,0,1,0,0,1994,67691.7663746586,1,1,0,0,0,0
3355,0,0,0,0,1,10,5,0,0,1,38.0,0,1,0,1,5,0,400,3.0,0,0,1,2,1,0,0,6,0,1,0,0,0,1994,89129.7551883813,1,1,0,0,0,0
3356,0,0,0,1,1,10,4,0,1,0,44.0,0,1,0,0,2,0,400,2.0,0,0,1,2,0,1,1,7,0,1,1,0,0,1994,50126.9759553489,1,1,1,0,0,0
3357,0,0,1,1,0,6,4,0,1,0,28.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,1,6,0,1,0,0,2,1994,2801.7946010316,1,1,1,0,0,0
3358,0,0,0,1,0,6,4,0,0,1,57.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,1697.76587115073,1,0,1,0,0,0
3359,0,1,0,0,0,1,4,0,1,0,44.0,0,0,1,1,2,0,400,4.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,31008.6687710143,1,1,0,0,0,0
3360,0,0,1,0,1,1,2,0,0,1,68.0,0,1,0,0,5,0,400,4.0,0,0,1,2,0,0,1,7,0,1,0,0,0,1994,53613.8582383993,1,1,1,0,0,0
3361,0,0,0,1,1,0,4,0,0,1,23.0,0,0,1,1,1,0,400,2.0,0,0,1,2,1,0,0,2,1,0,0,4,1,1994,15604.8255343065,1,1,0,0,0,0
3362,0,0,1,1,0,0,3,0,1,0,27.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,0,1,5,0,0,1,0,0,1994,2820.23197571009,1,0,0,0,0,0
3363,0,0,0,0,1,1,4,0,1,0,39.0,0,0,1,1,1,0,400,3.0,0,0,1,2,1,0,0,6,0,0,1,0,0,1994,17547.3297619575,1,0,0,0,0,0
3364,0,0,1,0,1,1,3,0,0,1,35.0,0,1,0,0,5,0,400,2.0,0,0,1,2,0,1,1,2,0,1,1,0,0,1994,50374.282672886,0,1,1,0,0,0
3365,0,0,0,1,1,2,4,0,1,0,44.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,67116.2588003759,1,1,0,0,0,0
3366,0,0,1,0,1,2,4,0,1,0,41.0,0,0,1,1,2,0,400,3.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,15593.335318818,1,0,0,0,0,0
3367,0,0,0,1,0,2,1,0,1,0,26.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,1,0,5,1,0,0,0,0,1994,59496.4632604125,0,1,0,0,0,0
3368,0,0,0,0,1,2,2,0,1,0,57.0,0,0,1,1,1,0,400,1.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,1347.34373189786,0,1,1,0,0,0
3369,0,0,0,0,1,2,2,0,0,1,30.0,0,0,1,1,1,0,400,2.0,0,0,1,2,0,0,1,5,0,0,1,0,0,1994,7054.60074620078,1,1,0,0,0,0
3370,0,0,1,0,1,6,1,0,1,0,41.0,0,0,1,1,3,0,400,4.0,0,0,1,2,0,1,1,6,1,0,0,0,0,1994,19100.0225961614,1,1,0,0,0,0
3371,0,0,1,1,1,10,3,0,0,1,26.0,0,1,0,0,1,0,700,1.0,0,0,1,2,0,0,1,6,0,1,0,0,0,1994,4328.4256845814,1,1,1,0,0,0
3372,0,0,0,1,1,10,1,0,0,1,26.0,0,0,1,1,1,0,400,3.0,0,0,1,2,0,0,1,5,0,1,0,0,0,1994,1971.02404423355,1,1,1,0,0,0
3373,0,0,0,1,1,3,2,0,0,1,33.0,0,1,0,1,0,0,400,4.0,0,0,1,2,0,1,1,6,1,0,0,0,0,1994,2607.99582355145,1,0,1,0,0,0
3374,0,0,0,1,0,5,1,0,1,0,26.0,0,1,0,0,1,0,400,2.0,0,0,1,2,0,1,0,5,0,0,1,0,0,1994,8043.29579603005,1,1,0,0,0,0
3375,0,0,0,1,1,4,3,0,1,0,28.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,1846.81311169315,1,1,0,0,0,0
3376,0,0,0,1,1,5,2,0,0,1,35.0,0,0,1,1,1,0,400,4.0,0,0,1,2,1,0,0,6,0,1,1,0,0,1994,17337.1390825117,1,1,0,0,0,0
3377,0,0,1,1,0,5,4,0,1,0,40.0,0,1,0,0,1,0,400,4.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,761.483998153333,1,1,0,0,0,0
3378,0,0,0,0,1,6,3,0,1,0,43.0,0,1,0,0,1,0,400,2.0,0,0,1,2,0,1,1,6,0,1,1,0,0,1994,2893.44358550878,1,0,0,0,0,0
3379,0,0,0,1,0,5,4,0,0,1,30.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,6,0,1,0,4,1,1994,7118.39010015273,1,1,0,0,0,0
3380,0,0,0,1,0,7,3,0,1,0,33.0,0,0,1,1,1,0,400,1.0,0,0,1,2,0,1,0,6,1,0,0,0,0,1994,6056.32888887009,1,1,0,0,0,0
3381,0,1,0,0,0,6,3,0,0,1,30.0,0,1,0,0,2,0,400,1.0,0,0,1,2,0,0,1,5,0,0,1,0,0,1994,8052.3771660219,1,1,1,0,0,0
3382,0,0,0,1,0,7,5,0,0,1,34.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,4492.93370911793,0,1,0,1,0,0
3383,0,0,0,0,1,5,3,0,1,0,55.0,0,1,0,1,2,1,400,3.0,0,0,1,2,0,1,0,6,0,1,1,0,0,1994,15855.2063693042,1,1,0,0,0,0
3384,0,0,0,1,1,6,1,0,1,0,32.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,1,1,4,0,0,1,0,0,1994,2617.14499143192,1,0,1,0,0,0
3385,0,0,0,0,1,2,3,0,1,0,74.0,0,0,1,1,1,0,400,3.0,0,0,1,2,1,0,0,6,0,0,1,0,0,1994,10466.6220297291,1,1,1,0,0,0
3386,0,0,0,0,1,5,4,0,0,1,20.0,0,1,0,0,1,1,400,2.0,0,0,1,2,1,0,0,3,0,1,0,0,0,1994,13362.2006154996,0,1,0,0,0,0
3387,0,0,0,1,0,3,3,0,1,0,38.0,0,0,1,1,2,0,400,3.0,0,0,1,2,0,1,1,6,0,1,1,0,0,1994,28522.5120912951,1,1,0,0,0,0
3388,0,0,0,0,1,6,2,0,1,0,52.0,0,0,1,1,2,0,400,1.0,0,0,1,2,0,1,1,7,0,1,1,0,0,1994,50262.8996671147,1,1,1,0,0,0
3389,0,0,0,1,0,10,2,0,0,1,40.0,0,1,0,0,1,0,400,1.0,0,0,1,2,0,0,1,7,0,1,0,0,0,1994,6664.77936037792,1,1,0,0,0,0
3390,0,0,0,1,1,11,2,0,1,0,42.0,1,0,0,0,5,0,400,3.0,0,0,1,2,1,0,0,5,0,0,1,0,2,1994,59551.8920478471,1,1,0,0,0,0
3391,0,0,0,1,0,10,3,0,1,0,47.0,0,1,0,0,1,0,400,1.0,0,0,1,2,1,0,0,7,0,1,0,0,0,1994,18364.9377902415,1,1,0,0,0,0
3392,0,0,0,0,1,4,3,0,1,0,31.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,1,5,0,0,1,0,0,1994,3975.26526336822,1,1,1,0,0,0
3393,0,0,0,1,1,5,2,0,0,1,34.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,8885.25070226931,1,1,0,0,0,0
3394,0,0,1,1,0,6,1,0,1,0,29.0,0,1,0,1,2,0,400,3.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,26270.4295634095,1,1,1,0,0,0
3395,0,1,0,0,1,7,5,0,1,0,58.0,0,1,0,0,5,0,400,4.0,0,0,1,2,0,0,1,7,0,1,0,0,0,1994,70337.2117885373,1,1,1,0,0,0
3396,0,0,0,1,1,5,3,0,1,0,35.0,0,0,1,0,5,1,400,3.0,0,0,1,2,0,0,1,2,0,0,1,0,0,1994,50934.4072236475,1,1,0,0,0,0
3397,0,1,1,1,0,7,2,0,1,0,46.0,0,1,0,0,5,0,400,2.0,0,0,1,2,0,1,0,7,0,0,1,0,0,1994,79469.2200327267,1,1,0,0,0,0
3398,0,0,0,1,1,8,2,0,0,1,30.0,0,1,0,0,1,0,400,2.0,0,0,1,2,0,1,0,5,0,1,1,0,0,1994,4145.3422075547,1,1,0,0,0,0
3399,0,0,1,1,0,8,2,0,1,0,38.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,1,0,7,0,0,1,0,0,1994,73469.0114556155,1,1,0,0,0,0
3400,0,0,1,1,0,9,4,0,1,0,42.0,0,0,1,1,2,0,400,1.0,0,0,1,2,0,1,1,7,0,0,1,0,0,1994,64194.6963515959,1,1,0,0,0,0
3401,0,0,1,1,0,10,2,0,1,0,42.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,0,1,6,0,1,1,0,0,1994,8899.59725631577,1,1,1,0,0,0
3402,0,1,0,0,1,10,5,0,1,0,42.0,0,1,0,0,1,0,400,1.0,0,0,1,2,0,1,0,6,0,0,1,0,0,1994,7274.04411353051,0,1,0,0,0,0
3403,0,0,0,1,1,10,2,0,1,0,31.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,1,5,0,0,1,0,0,1994,9105.32404717954,1,1,1,0,0,0
3404,0,0,0,1,0,11,1,0,1,0,32.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,0,1,4,0,1,1,0,0,1994,1809.40478252516,1,1,0,0,0,0
3405,0,0,1,1,0,0,5,0,1,0,38.0,0,1,0,1,1,0,400,2.0,0,0,1,2,1,0,0,6,1,0,0,0,0,1994,33552.9160045961,1,0,1,0,0,0
3406,0,0,1,1,0,11,2,0,1,0,43.0,0,0,1,1,2,0,400,2.0,0,0,1,2,1,0,0,6,0,1,1,0,0,1994,68328.6881330585,1,1,1,0,0,0
3407,0,0,0,0,1,3,3,0,1,0,29.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,1,0,6,0,1,0,0,0,1994,51716.5707685485,1,1,0,0,0,0
3408,0,0,0,1,0,5,3,0,1,0,45.0,0,1,0,0,2,0,400,1.0,0,0,1,2,0,1,0,6,1,0,0,0,0,1994,50211.569710764,1,1,1,0,0,0
3409,0,0,0,1,0,5,2,0,1,0,48.0,0,1,0,0,1,0,400,2.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,4659.06349873716,1,1,0,0,0,0
3410,0,1,0,0,0,7,1,0,1,0,56.0,0,1,0,0,2,0,400,1.0,0,0,1,2,1,0,0,7,0,0,1,0,0,1994,73788.8647057637,1,1,1,0,1,0
3411,0,0,1,1,0,8,5,0,0,1,61.0,0,0,1,1,1,0,400,2.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,9229.39019402063,1,1,0,0,0,0
3412,0,0,1,1,0,8,4,0,1,0,36.0,0,0,1,1,1,0,400,3.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,7807.60069442883,1,1,0,0,0,0
3413,0,0,1,0,1,7,5,0,1,0,47.0,0,0,1,1,3,0,400,4.0,0,0,1,2,1,0,0,6,0,1,1,0,0,1994,10132.2915233203,1,1,0,0,0,0
3414,0,0,0,1,1,10,4,0,1,0,40.0,0,0,1,1,2,0,400,1.0,0,0,1,2,1,0,0,7,1,0,0,0,0,1994,85555.9162356059,1,1,0,0,0,0
3415,0,0,1,1,0,10,4,0,0,1,26.0,0,0,1,1,2,0,400,3.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,32104.9081172707,0,1,0,0,0,0
3416,0,0,0,0,1,7,5,0,1,0,38.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,2721.90366557417,1,1,0,0,0,0
3417,0,0,0,1,1,6,4,0,1,0,40.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,1,0,6,0,1,0,0,0,1994,4035.66584783808,1,1,0,0,0,0
3418,0,0,1,1,0,6,1,0,1,0,40.0,0,1,0,0,1,1,400,3.0,0,0,1,2,0,1,1,7,0,1,1,0,0,1994,4810.88183111552,1,1,0,0,0,0
3419,0,0,1,0,1,4,3,0,1,0,36.0,0,0,1,1,2,0,500,2.0,0,0,1,2,0,1,0,6,0,0,1,3,0,1994,78329.3094934641,1,1,0,0,0,0
3420,0,0,0,1,1,3,3,0,1,0,64.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,1,1,7,0,0,1,0,0,1994,6470.65501201752,1,1,1,0,0,0
3421,0,0,0,0,1,11,2,0,1,0,37.0,0,0,1,1,2,0,400,4.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,41707.7751886401,1,1,0,0,0,0
3422,0,0,0,0,1,11,3,0,1,0,31.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,1,6,1,0,0,0,0,1994,2176.84293784702,1,1,0,0,0,0
3423,0,1,0,0,0,5,4,0,1,0,44.0,0,1,0,0,1,1,400,3.0,0,0,1,2,0,1,1,5,0,1,1,0,0,1994,4210.53372563937,1,1,0,0,0,0
3424,0,0,0,0,1,11,2,0,1,0,44.0,0,0,1,1,1,0,400,4.0,0,0,1,2,1,0,0,6,0,1,0,0,0,1994,16565.2993400098,1,0,0,0,0,0
3425,0,0,0,0,1,11,1,0,1,0,40.0,0,1,0,0,1,0,400,1.0,0,0,1,2,0,0,1,6,0,0,1,0,0,1994,3763.90816358449,1,1,0,0,0,0
3426,0,0,0,1,1,10,5,0,1,0,43.0,0,0,1,1,1,0,400,3.0,0,0,1,2,0,1,1,6,0,1,1,4,1,1994,8615.01462675248,1,1,0,0,0,0
3427,0,0,0,1,0,10,2,0,1,0,42.0,0,0,1,1,1,0,400,2.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,3893.78207927291,1,1,0,0,0,0
3428,0,0,0,1,0,11,3,0,1,0,39.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,6,0,1,1,0,0,1994,7490.14190466847,1,1,0,1,0,0
3429,0,0,0,1,1,9,4,0,0,1,30.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,1,1,5,1,0,0,0,0,1994,2188.79143092497,1,1,0,0,0,0
3430,0,0,0,0,1,8,4,0,1,0,34.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,5,0,0,1,0,0,1994,8936.31412183944,1,1,1,0,0,0
3431,0,0,0,1,0,7,1,0,1,0,53.0,0,1,0,1,1,0,400,1.0,0,0,1,2,0,1,1,7,1,0,0,0,0,1994,5895.90388362219,1,1,0,0,0,0
3432,0,0,1,0,1,5,2,0,1,0,38.0,0,1,0,0,1,0,400,1.0,0,0,1,2,0,1,0,7,0,1,0,0,0,1994,2371.42727548457,0,1,1,0,0,0
3433,0,0,0,1,0,4,3,0,0,1,35.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,4,0,1,1,0,0,1994,3252.4865447508,1,0,0,0,0,0
3434,0,0,1,0,1,4,3,0,0,1,39.0,0,0,1,1,1,0,400,4.0,0,0,1,2,0,1,1,6,0,1,0,0,0,1994,8860.33051137397,1,0,0,0,0,0
3435,0,0,0,0,1,4,3,0,0,1,34.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,0,1,4,0,0,1,0,0,1994,2991.56924016322,0,0,0,0,0,0
3436,0,0,0,0,1,6,4,0,1,0,40.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,1,6,1,0,0,0,0,1994,4984.10759520944,1,1,0,0,0,0
3437,0,0,0,0,1,3,4,0,1,0,36.0,0,1,0,1,2,0,400,1.0,0,0,1,2,0,1,1,7,0,0,1,0,0,1994,56479.0906568321,1,1,0,0,0,0
3438,0,0,1,1,0,0,3,0,1,0,57.0,0,0,1,1,1,0,400,2.0,0,0,1,2,0,1,1,7,0,1,0,0,0,1994,9157.59454442627,1,1,0,0,0,0
3439,0,0,0,1,0,8,1,0,1,0,26.0,0,1,0,1,1,0,400,3.0,0,0,1,2,0,1,1,5,0,1,0,0,0,1994,9584.21254286448,1,1,1,0,0,0
3440,0,1,1,0,0,11,5,0,1,0,47.0,0,1,0,1,2,0,700,3.0,0,0,1,2,0,1,0,7,0,1,0,0,0,1994,17633.832626568,1,1,1,0,0,0
3441,0,0,0,0,1,9,2,0,0,1,41.0,0,0,1,1,2,0,400,2.0,0,0,1,2,1,0,0,6,0,1,0,0,0,1994,58093.4197985716,1,1,1,0,0,0
3442,0,0,0,0,1,6,1,0,1,0,51.0,0,1,0,1,1,0,400,2.0,0,0,1,2,0,0,1,7,1,0,0,0,0,1994,4171.17592090137,1,1,0,0,0,0
3443,0,0,0,1,1,3,3,0,1,0,37.0,0,0,1,1,1,0,400,1.0,0,0,1,2,0,1,1,6,0,1,1,0,0,1994,1725.43571928469,1,1,0,0,0,0
3444,0,0,0,1,0,3,3,0,1,0,51.0,0,0,1,1,5,0,400,4.0,0,0,1,2,0,1,1,6,0,0,1,0,0,1994,53588.1053558173,1,1,0,0,0,0
3445,0,0,0,0,1,3,3,0,1,0,32.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,1,3,0,1,1,0,0,1994,6316.30873728852,0,1,1,0,0,0
3446,0,0,0,1,0,3,3,0,1,0,58.0,0,1,0,0,1,0,400,3.0,0,0,1,2,0,0,1,7,0,0,1,0,0,1994,9954.17778991816,1,1,0,0,0,0
3447,0,0,1,1,0,10,4,0,1,0,52.0,0,1,0,1,1,0,400,4.0,0,0,1,2,0,1,1,7,0,1,1,0,0,1994,1982.588011984,1,1,0,0,0,0
